"appid","name","release_date","developer","publisher","positive_ratings","negative_ratings","average_playtime","median_playtime","price","total_ratings"
356000,"The Hero of Kendrickstone","2015-03-13","Choice of Games","Choice of Games",83,22,0,0,4.79,105
356040,"Sheltered","2016-03-15","Unicube;Team 17 Digital Ltd","Team17 Digital Ltd",2998,818,295,338,9.99,3816
356050,"Beyond Eyes","2015-08-11","Tiger and Squid;Team17 Digital Ltd","Team17 Digital Ltd",683,314,763,763,9.99,997
356070,"Commander Cool 2","2015-12-17","Orlyapps","Orlyapps",926,122,0,0,1.99,1048
356180,"Time Machine VR","2016-05-19","Minority Media Inc.","Minority Media Inc.",65,40,0,0,22.99,105
356190,"Middle-earth™: Shadow of War™","2017-10-09","Monolith Productions","WB Games",19813,5633,1587,1265,34.99,25446
356260,"Stalingrad","2015-03-25","DTF games","1C Entertainment",166,26,0,0,3.99,192
356270,"Cuban Missile Crisis","2015-03-25","G5 Software","1C Entertainment",76,31,0,0,3.99,107
356400,"Thumper","2016-10-10","Drool","Drool",1950,166,24,24,15.99,2116
356430,"Chris Sawyer's Locomotion™","2015-03-17","Chris Sawyer","Atari",195,56,0,0,4.79,251
356450,"Creature Romances: Kokonoe Kokoro","2018-03-02","Nostalgia","Sekai Project",114,46,0,0,2.09,160
356500,"STAR WARS™ Galactic Battlegrounds Saga","2016-03-01","Ensemble Studios","Disney Interactive;Lucasfilm;LucasArts",1196,196,76,76,4.79,1392
356510,"Soccer Rage","2015-06-02","Stamina-Games","Stamina-Games",585,101,0,0,6.99,686
356530,"The Confines Of The Crown","2015-04-03","Hanako Games","Hanako Games",158,18,670,670,14.99,176
356570,"Party Hard","2015-08-25","Pinokl Games;Kverta","tinyBuild",4700,662,518,121,7.19,5362
356580,"Aerannis","2015-09-15","ektomarch","ektomarch",74,32,0,0,3.99,106
356650,"Death's Gambit","2018-08-13","White Rabbit","Adult Swim Games",1057,417,0,0,14.99,1474
356880,"Eron","2015-03-17","David Mulder","David Mulder",138,102,0,0,1.59,240
356890,"One More Line","2015-08-28","SMG Studio","SMG Studio",124,41,0,0,2.09,165
356910,"Battle Fantasia -Revised Edition-","2015-07-07","Arc System Works;DotEmu","Arc System Works",72,33,0,0,10.99,105
357070,"UBERMOSH","2015-08-13","Walter Machado","Walter Machado",1761,199,140,164,0.79,1960
357120,"Big Action Mega Fight!","2016-01-12","Double Stallion Games","Double Stallion Games",152,41,0,0,1.59,193
357190,"ULTIMATE MARVEL VS. CAPCOM 3","2017-03-06","CAPCOM CO., LTD.","CAPCOM U.S.A., INC.",1386,201,54,54,19.99,1587
357290,"Red Lake","2015-03-25","Talentplace","KishMish Games",326,446,211,221,0.79,772
357300,"Snakebird","2015-05-04","Noumenon Games","Noumenon Games",615,47,76,135,4.99,662
357310,"Oriental Empires","2017-09-14","Shining Pixel Studios","Iceberg Interactive",1229,340,0,0,22.99,1569
357330,"Space Beast Terror Fright","2015-04-06","nornware AB","nornware AB",673,46,4,4,10.99,719
357340,"Cobalt","2016-02-02","Oxeye Game Studio","Mojang",551,58,365,365,11.39,609
357600,"Unium","2015-03-27","Kittehface Software","Kittehface Software",264,12,0,0,1.59,276
357650,"Project Explore","2017-08-10","Sebastian Nigro","Sebastian Nigro",176,64,35,35,3.99,240
357670,"Home Improvisation: Furniture Sandbox","2016-07-28","The Stork Burnt Down","The Stork Burnt Down",136,55,0,0,6.99,191
357720,"Inside My Radio","2015-05-11","Seaven Studio","Iceberg Interactive",353,38,0,0,10.99,391
357770,"The District","2018-03-14","DistrictTeam","DistrictTeam",304,1083,227,223,0.79,1387
357780,"Defend Your Life: TD","2015-04-10","Alda Games","Alda Games",743,179,603,708,3.99,922
357900,"Make it indie!","2015-04-01","Sometimes You","Sometimes You",544,653,189,200,0.79,1197
358070,"Earthtongue","2015-04-27","Eric Hornby","Erichermit",109,12,0,0,3.99,121
358080,"No Turning Back: The Pixel Art Action-Adventure Roguelike","2016-01-15","ColloseusX;cpmilan","Phat Phrog Studios",116,94,224,220,1.99,210
358090,"D4: Dark Dreams Don’t Die -Season One-","2015-06-05","Access Games","AGM PLAYISM",1312,305,0,0,10.99,1617
358130,"Curious Expedition","2016-09-02","Maschinen-Mensch","Maschinen-Mensch",1716,208,562,562,10.99,1924
358270,"Death Rally (Classic)","2014-05-05","Remedy","3D Realms (Apogee Software)",118,16,22,22,3.99,134
358460,"Talisman: The Horus Heresy","2016-02-22","Nomad Games","Nomad Games",170,67,0,0,5.19,237
358650,"Gryphon Knight Epic","2015-08-20","Cyber Rhino Studios","Cyber Rhino Studios",176,34,333,333,4.99,210
358750,"Sunrider: Liberation Day - Captain's Edition","2016-03-04","Love in Space","Sekai Project",546,95,216,314,18.99,641
358770,"The Reject Demon: Toko Chapter 0 — Prelude","2015-05-08","Lupiesoft","Lupiesoft",146,18,670,670,3.99,164
358810,"Luckslinger","2015-07-16","Duckbridge","Duckbridge",92,16,0,0,6.99,108
358830,"Good Robot","2016-04-05","Pyrodactyl","Pyrodactyl",184,33,2,2,6.19,217
358960,"Canabalt","2015-04-30","Finji;Kittehface Software","Finji",175,29,2,2,1.99,204
359040,"The Music Machine","2015-05-06","David Szymanski","David Szymanski",247,30,50,50,3.99,277
359050,"Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad","2015-09-02","marbenx","marbenx",8258,423,74,121,0.79,8681
359100,"Q.U.B.E. 2","2018-03-13","Toxic Games","Trapped Nerve Games",547,116,913,913,19.99,663
359140,"Kick Ass Commandos","2016-11-17","Anarchy Enterprises","Anarchy Enterprises",361,16,0,0,6.99,377
359190,"Rituals","2015-05-27","Tymon Zgainski","Mudvark",138,78,0,0,3.99,216
359220,"MX vs. ATV Unleashed","2015-04-16","Rainbow Studios","THQ Nordic",181,88,0,0,8.99,269
359230,"Lethis - Path of Progress","2015-06-25","Triskell Interactive","Triskell Interactive",571,250,1195,1195,14.99,821
359310,"Evoland 2","2015-08-25","Shiro Games","Shiro Games",2887,428,198,198,14.99,3315
359320,"Elite Dangerous","2015-04-02","Frontier Developments","Frontier Developments",26143,11006,4545,2579,19.99,37149
359350,"Defunct","2016-01-29","Freshly Squeezed","SOEDESCO Publishing",320,72,0,0,6.99,392
359390,"Amnesia™: Memories","2015-08-25","Idea Factory;Design Factory","Idea Factory International",1803,125,478,478,15.49,1928
359400,"Why Am I Dead At Sea","2015-05-11","Peltast Software","Peltast Software",258,17,0,0,3.99,275
359440,"Artifact Adventure","2015-06-01","bluffman","AGM PLAYISM",78,32,0,0,4.99,110
359550,"Tom Clancy's Rainbow Six® Siege","2015-12-01","Ubisoft Montreal","Ubisoft",251178,59620,7504,2543,16.99,310798
359560,"Shutter","2015-04-02","Cosmic Logic","Cosmic Logic",132,39,0,0,1.59,171
359580,"Uncanny Valley","2015-04-23","Cowardly Creations","Cowardly Creations",260,167,217,217,6.99,427
359600,"Assassin’s Creed® Chronicles: Russia","2016-02-09","Climax Studios","Ubisoft Entertainment",277,167,0,0,8.59,444
359810,"Hare In The Hat","2015-04-01","RunServer","RunServer",236,106,0,0,1.59,342
359840,"Shift Happens","2017-02-22","Klonk Games","Klonk Games;Deck13;FFF Bayern",224,24,0,0,10.99,248
359870,"FINAL FANTASY X/X-2 HD Remaster","2016-05-12","Square Enix","Square Enix",6334,723,596,682,19.99,7057
359900,"The Incredible Adventures of Van Helsing III","2015-05-22","NeocoreGames","NeocoreGames",387,281,0,0,10.99,668
359920,"Highlands","2015-04-21","Burrito Studio","Burrito Studio",175,39,0,0,3.99,214
359940,"Shadows Peak","2017-03-13","Andrii Vintsevych","Andrii Vintsevych",139,62,0,0,7.19,201
359960,"Choice Chamber","2015-07-16","Studio Bean","Studio Bean",142,62,304,304,6.99,204
360150,"How To Survive: Third Person Standalone","2015-07-02","Eko Software","505 Games",632,509,336,336,6.99,1141
360170,"How to Survive 2","2016-09-08","Eko Software","505 Games",5823,2471,409,495,10.99,8294
360380,"Tiny Bridge: Ratventure","2015-05-08","Estelion","EQ Games",575,292,225,187,1.59,867
360430,"Mafia III","2016-10-06","Hangar 13;Aspyr (Mac)","2K;Aspyr (Mac)",13366,13650,564,548,34.99,27016
360450,"Kiai Resonance","2015-04-23","Absorb Reality","Flying Interactive",138,32,0,0,3.99,170
360510,"Into the Stars","2016-03-04","Fugitive Games","Iceberg Interactive",202,261,0,0,14.99,463
360550,"Cursed Sight","2015-08-03","InvertMouse","InvertMouse",144,20,186,186,4.79,164
360590,"Once Bitten, Twice Dead!","2015-07-07","Gamestarters","Gamestarters Publisher;Gamestarter's",16,97,0,0,3.99,113
360640,"12 Labours of Hercules II: The Cretan Bull","2015-06-05","Jetdogs Studios;Zoom Out Games","Jetdogs Studios",1650,188,229,300,1.99,1838
360650,"12 Labours of Hercules III: Girl Power","2015-08-07","Jetdogs Studios;Zoom Out Games","Jetdogs Studios",729,110,325,373,1.99,839
360740,"Downwell","2015-10-15","Moppin","Devolver Digital",4486,149,134,108,1.99,4635
360830,"Yooka-Laylee","2017-04-11","Playtonic Games","Team17 Digital Ltd",2434,791,57,57,34.99,3225
360840,"Lumini","2015-09-03","Speelbaars","Rising Star Games",101,15,0,0,7.99,116
360890,"The Lost Valley","2015-04-20","AndrewDrumov, Sanke Berdochan","AndrewDrumov",116,201,214,218,3.99,317
360940,"The Mean Greens - Plastic Warfare","2015-12-08","Virtual Basement LLC;Code Headquarters LLC","Virtual Basement LLC",5043,1370,73,69,3.99,6413
360970,"Heaven Forest NIGHTS","2017-03-14","Fabio Ferrara","Chubby Pixel",185,93,209,276,0.79,278
361040,"Doom & Destiny Advanced","2016-11-15","Heartbit Interactive","Heartbit Interactive",248,16,0,0,6.99,264
361190,"Sparkle 3 Genesis","2015-04-24","Forever Entertainment S. A.","Forever Entertainment S. A.",288,171,145,260,3.99,459
361230,"Super Daryl Deluxe","2018-04-10","Dan & Gary Games","Dan & Gary Games",165,23,0,0,15.49,188
361280,"Turmoil","2016-06-02","Gamious","Gamious",3154,359,278,242,6.99,3513
361300,"Mother Russia Bleeds","2016-09-05","Le Cartel Studio","Devolver Digital",2562,422,613,631,10.99,2984
361360,"Goosebumps: The Game","2015-10-13","WayForward","GameMill Entertainment",108,17,0,0,6.99,125
361380,"World War I","2015-04-09","Dark Fox","1C Entertainment",100,33,0,0,3.99,133
361420,"ASTRONEER","2019-02-05","System Era Softworks","System Era Softworks",28375,5246,1213,1089,23.79,33621
361550,"Cradle","2015-07-24","Flying Cafe for Semianimals","Flying Cafe for Semianimals",940,367,0,0,9.99,1307
361600,"Luna Sky","2015-10-02","Vovoid Media Technologies AB","KISS ltd",63,81,194,194,9.99,144
361670,"STAR WARS™ - X-Wing Alliance™","2015-04-28","Totally Games","LucasArts;Lucasfilm;Disney Interactive",181,49,0,0,7.19,230
361690,"STAR WARS™ X-Wing vs TIE Fighter - Balance of Power Campaigns™","2015-04-28","Totally Games","LucasArts;Lucasfilm;Disney Interactive",111,39,0,0,7.19,150
361800,"Tree of Life","2017-08-17","oddonegames","oddonegames",4433,2203,4866,4866,14.99,6636
361830,"in Space","2015-04-27","Ed Curtis-Sivess","Ysty Games",89,20,0,0,0.79,109
361850,"Portal of Evil: Stolen Runes Collector's Edition","2015-05-26","8Floor","8Floor",153,18,169,169,3.99,171
361990,"Lakeview Cabin Collection","2015-04-09","Roope Tamminen","Roope Tamminen",901,84,17,17,6.99,985
362090,"Siralim","2015-04-24","Thylacine Studios","Thylacine Studios LLC",193,28,0,0,7.19,221
362350,"Boss Monster","2016-04-28","Plain Concepts Corp","Plain Concepts Corp",197,127,1180,1180,3.99,324
362410,"Adam's Venture Chronicles","2015-08-03","Vertigo Games","SOEDESCO Publishing",117,59,226,226,7.19,176
362490,"Exanima","2015-04-29","Bare Mettle Entertainment","Bare Mettle Entertainment",2804,806,547,547,10.99,3610
362610,"High On Racing","2015-05-25","SilentFuture","SilentFuture",116,142,382,373,3.99,258
362620,"Software Inc.","2015-05-01","Coredumping","Coredumping",2578,218,317,317,10.59,2796
362660,"Blue Rose","2015-04-23","White Cat","White Cat",82,42,726,726,12.39,124
362680,"Fran Bow","2015-08-27","Killmonday Games AB","Killmonday Games AB",4896,192,508,654,10.99,5088
362810,"Fighties","2015-07-13","PillowPigGames","PillowPigGames",217,42,0,0,3.99,259
362890,"Black Mesa","2015-05-05","Crowbar Collective","Crowbar Collective",14113,999,715,794,14.99,15112
362930,"Garfield Kart","2015-10-16","Artefacts Studios","Microids",4262,598,41,41,3.99,4860
362960,"Tyranny","2016-11-10","Obsidian Entertainment","Paradox Interactive",6121,1001,1570,1899,23.79,7122
363130,"Toukiden: Kiwami","2015-06-25","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",734,370,1532,1532,49.99,1104
363150,"ROMANCE OF THE THREE KINGDOMS XIII / 三國志13","2016-01-27","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",2183,2520,0,0,49.99,4703
363330,"Mind Snares: Alice's Journey","2015-04-23","World-Loom","Artifex Mundi",398,55,0,0,6.99,453
363360,"Interstellar Rift","2015-06-23","Split Polygon","Split Polygon",607,209,0,0,14.99,816
363410,"Always The Same Blue Sky...","2015-05-21","NeoNight","NeoNight",162,48,329,329,1.99,210
363440,"Mega Man Legacy Collection / ロックマン クラシックス コレクション","2015-08-24","Capcom","Capcom",1595,384,10,11,11.99,1979
363460,"Spermination","2015-04-29","Phr00t's Software","Phr00t's Software",351,56,116,116,1.99,407
363490,"Escape Machines","2015-04-14","Mint Age Studios","Back To Basics Gaming",271,373,239,224,0.79,644
363520,"Goliath","2016-05-12","Whalebox Studio","Octopus Tree",177,75,0,0,8.99,252
363530,"Robot Arena III","2016-06-20","Gabriel Interactive","Octopus Tree",78,200,0,0,14.99,278
363600,"Holy Potatoes! A Weapon Shop?!","2015-07-13","Daylight Studios","Daedalic Entertainment;Daylight Studios",1022,362,606,833,10.99,1384
363610,"Botology","2015-06-24","Black Lime Studio","Black Lime Studio",79,209,280,265,0.79,288
363620,"Tea Party Simulator 2015™","2015-04-23","Liens;Power Up to Maximum","Liens;Power Up to Maximum",472,214,337,485,6.99,686
363680,"Battlefleet Gothic: Armada","2016-04-21","Tindalos Interactive","Focus Home Interactive",3048,1435,856,1647,24.99,4483
363790,"Egg Returns Home","2015-05-05","PigelPix","PigelPix",397,107,432,736,0.79,504
363890,"RPG Maker MV","2015-10-23","KADOKAWA;Yoji Ojima","Degica",2344,324,331,331,60.99,2668
363930,"Dead Age","2016-11-04","Silent Dreams","Headup",2889,595,555,555,10.99,3484
363950,"Windscape","2019-03-27","Magic Sandbox","Headup",147,18,0,0,15.99,165
363980,"Forget Me Not: My Organic Garden","2015-08-21","CAVYHOUSE","AGM PLAYISM",236,39,1467,1467,6.99,275
364050,"Face It - A game to fight inner demons","2017-06-09","Tlön Studios;Ilex Games","Gamestorming",907,251,430,468,2.79,1158
364230,"Lucius Demake","2016-08-08","Shiver Games","Shiver Games",252,12,125,125,3.99,264
364300,"Space Rogue","2016-09-15","Red Beat","Red Beat",224,116,0,0,6.99,340
364360,"Total War: WARHAMMER","2016-05-24","CREATIVE ASSEMBLY;Feral Interactive (Linux);Feral Interactive (Mac)","SEGA;Feral Interactive (Linux);Feral Interactive (Mac)",29826,9878,3610,4356,39.99,39704
364380,"CINEVEO - VR Cinema","2015-04-24","Sven Kohn","Mindprobe Labs",75,39,0,0,22.99,114
364390,"Downfall","2016-02-15","Harvester Games","Screen 7",522,37,0,0,7.19,559
364420,"Roguelands","2016-06-13","SmashGames","SmashGames",2479,639,222,231,7.19,3118
364630,"AirMech Command","2017-03-08","Carbon Games","Carbon Games",113,50,0,0,14.99,163
364640,"FreeCell Quest","2015-10-19","Legend Studio","Legend Studio",234,101,0,0,6.99,335
364690,"SUPER DISTRO","2015-07-22","KITATUS STUDIOS","KITATUS STUDIOS",405,687,127,153,0.79,1092
364910,"Redemption: Saints And Sinners","2016-11-18","Black Lime Studio","Black Lime Studio",78,85,289,294,0.79,163
364930,"Koi-Koi Japan [Hanafuda playing cards]","2015-04-27","Zoo Corporation","Zoo Corporation",731,51,289,289,6.99,782
364940,"Pony World 3","2015-04-27","Rhema Press","Play sp. z o. o.",207,94,0,0,3.99,301
365020,"Gynophobia","2015-07-31","Andrii Vintsevych","Andrii Vintsevych",342,177,0,0,1.69,519
365160,"Kona","2017-03-17","Parabole","Parabole;Ravenscourt",1339,271,63,63,13,1610
365190,"TASTEE: Lethal Tactics","2016-05-10","SkyBox Labs","SkyBox Labs",181,38,32,32,10.99,219
365320,"Quadrant","2015-05-26","HKFiftyOne Games","Three Brothers Games",77,37,0,0,3.99,114
365350,"How to Take Off Your Mask / 貴方の仮面の外し方","2015-07-10","Chu-3;Bakufu Narayama","ROSEVERTE",96,15,0,0,9.29,111
365360,"Battle Brothers","2017-03-24","Overhype Studios","Overhype Studios",5181,709,0,0,22.99,5890
365450,"Hacknet","2015-08-12","Team Fractal Alligator","Fellow Traveller",13355,1052,278,271,7.19,14407
365560,"Battle of the Bulge","2015-09-17","Shenandoah Studio","Slitherine Ltd.",72,36,0,0,6.99,108
365590,"Tom Clancy’s The Division™","2016-03-07","Massive Entertainment","Ubisoft",49832,25607,4252,1952,41.99,75439
365660,"OlliOlli2: Welcome to Olliwood","2015-08-11","Roll7","Devolver Digital",338,65,75,108,10.99,403
365770,"Volume","2015-08-18","Bithell Games","Bithell Games",453,124,76,76,14.99,577
365810,"Flying Tigers: Shadows Over China","2017-05-29","ACE MADDOX","ACE MADDOX",525,211,0,0,11.39,736
365880,"Mirrored - Chapter 1","2015-10-30","Kelkafa Studios;Cardboard Sword Limited;Jet Stone Studios","Kelkafa Studios",70,35,0,0,1.59,105
365890,"Heroes of Normandie","2015-10-01","Cat Rabbit","Slitherine Ltd.",123,51,0,0,22.99,174
365900,"Pixel Dungeon","2015-05-29","Retronic Games","Retronic Games",209,24,323,323,3.99,233
365960,"rFactor 2","2015-11-12","Studio 397","Studio 397",1057,227,0,0,25.79,1284
366000,"Rogue System","2016-05-16","Digits Crossed Interactive, LLC","Image Space Incorporated",154,32,0,0,13.49,186
366040,"Iggy's Egg Adventure","2015-08-27","Ginger Labs LLC","Ginger Labs LLC",147,27,0,0,3.99,174
366090,"Colony Survival","2017-06-16","Pipliz","Pipliz",1783,313,11,11,15.49,2096
366220,"Wurm Unlimited","2015-10-21","Code Club AB","Plug In Digital",1498,652,2018,2283,22.49,2150
366240,"GAROU: MARK OF THE WOLVES","2016-12-06","SNK CORPORATION;DotEmu","SNK CORPORATION",78,62,0,0,6.99,140
366250,"METAL SLUG","2015-06-25","DotEmu","SNK CORPORATION",1169,128,501,501,5.59,1297
366260,"METAL SLUG 2","2016-04-14","SNK CORPORATION;DotEmu","SNK CORPORATION",216,36,954,954,4.99,252
366280,"TWINKLE STAR SPRITES","2016-05-26","SNK CORPORATION;DotEmu","SNK CORPORATION",92,27,0,0,5.59,119
366290,"Carp Fishing Simulator","2015-04-28","Dangerous Derk Interactive","Dangerous Derk Interactive",87,64,0,0,9.99,151
366320,"Seasons after Fall","2016-09-02","Swing Swing Submarine","Focus Home Interactive",1411,317,361,714,11.99,1728
366640,"Shiness: The Lightning Kingdom","2017-04-18","Enigami","Focus Home Interactive",189,104,0,0,24.99,293
366760,"Adorables","2016-03-30","White Rabbit Games","White Rabbit Games",518,186,377,419,1.99,704
366810,"Dungeon Hero","2015-07-07","Grzegorz Slazinski","Grzegorz Slazinski",50,50,0,0,4.99,100
366870,"Narcosis","2017-03-28","Honor Code, Inc.","Honor Code, Inc.",395,95,0,0,11.39,490
366890,"Zombie Zoeds","2015-05-20","Freshtrax","Freshtrax",363,891,297,314,0.79,1254
366910,"The Long Journey Home","2017-05-30","Daedalic Studio West","Daedalic Entertainment",826,437,282,282,26.99,1263
366970,"Mighty Switch Force! Hyper Drive Edition","2015-06-25","WayForward","WayForward",209,14,214,214,6.99,223
367000,"Fine Sweeper","2015-05-25","Pixel Prophecy","Pixel Prophecy",338,45,254,254,1.99,383
367010,"Vernon's Legacy","2016-09-23","TripleBrick","TripleBrick",62,41,0,0,8.99,103
367080,"Songbringer","2017-09-01","Wizard Fu","Wizard Fu;Double Eleven",163,36,479,479,15.99,199
367110,"Dustbowl","2015-05-18","The Pompous Pixel","The Pompous Pixel",84,26,0,0,5.99,110
367270,"Angels Fall First","2015-10-01","Strangely Interactive Ltd","Strangely Interactive Ltd",1557,341,0,0,13.37,1898
367300,"Pixel Star","2015-05-22","Soul Forge","Soul Forge",103,14,0,0,2.09,117
367450,"Poly Bridge","2016-07-12","Dry Cactus","Dry Cactus",4112,520,168,175,7.19,4632
